coverage,avg_set_size,accuracy,dataset,model,seed,alpha,target_coverage,distribution_noise,label_noise,sample_size,coverage_gap,experiment
0.9122807017543859,0.9122807017543859,0.9736842105263158,breast_cancer,logistic_regression,1,0.1,0.9,0.0,0.0,500,0.012280701754385892,sample_size
0.9122807017543859,0.9122807017543859,0.9736842105263158,breast_cancer,logistic_regression,1,0.1,0.9,0.0,0.0,1000,0.012280701754385892,sample_size
0.9122807017543859,0.9122807017543859,0.9736842105263158,breast_cancer,logistic_regression,1,0.1,0.9,0.0,0.0,full,0.012280701754385892,sample_size
0.9298245614035088,0.9385964912280702,0.9736842105263158,breast_cancer,logistic_regression,2,0.1,0.9,0.0,0.0,full,0.029824561403508754,sample_size
0.956140350877193,0.9649122807017544,0.9736842105263158,breast_cancer,logistic_regression,2,0.1,0.9,0.1,0.0,full,0.056140350877192935,distribution_shift
0.9473684210526315,0.956140350877193,0.9736842105263158,breast_cancer,logistic_regression,2,0.1,0.9,0.2,0.0,full,0.047368421052631504,distribution_shift
0.9473684210526315,0.9649122807017544,0.9649122807017544,breast_cancer,logistic_regression,2,0.1,0.9,0.5,0.0,full,0.047368421052631504,distribution_shift
0.8859649122807017,0.9122807017543859,0.9298245614035088,breast_cancer,logistic_regression,2,0.1,0.9,1.0,0.0,full,-0.01403508771929829,distribution_shift
0.9298245614035088,0.9385964912280702,0.9736842105263158,breast_cancer,logistic_regression,2,0.1,0.9,0.0,0.0,full,0.029824561403508754,sample_size
0.9298245614035088,0.9736842105263158,0.9473684210526315,breast_cancer,logistic_regression,2,0.1,0.9,0.0,0.1,full,0.029824561403508754,label_noise
0.9385964912280702,1.0087719298245614,0.9298245614035088,breast_cancer,logistic_regression,2,0.1,0.9,0.0,0.2,full,0.038596491228070184,label_noise
0.9298245614035088,1.0526315789473684,0.9035087719298246,breast_cancer,logistic_regression,2,0.1,0.9,0.0,0.3,full,0.029824561403508754,label_noise
0.9649122807017544,0.9736842105263158,0.9736842105263158,breast_cancer,logistic_regression,2,0.1,0.9,0.0,0.0,100,0.06491228070175437,sample_size
0.9298245614035088,0.9385964912280702,0.9736842105263158,breast_cancer,logistic_regression,2,0.1,0.9,0.0,0.0,500,0.029824561403508754,sample_size
0.9298245614035088,0.9385964912280702,0.9736842105263158,breast_cancer,logistic_regression,2,0.1,0.9,0.0,0.0,1000,0.029824561403508754,sample_size
0.9298245614035088,0.9385964912280702,0.9736842105263158,breast_cancer,logistic_regression,2,0.1,0.9,0.0,0.0,full,0.029824561403508754,sample_size
0.9035087719298246,0.9122807017543859,0.9824561403508771,breast_cancer,logistic_regression,3,0.1,0.9,0.0,0.0,full,0.0035087719298245723,sample_size
0.9035087719298246,0.9122807017543859,0.9736842105263158,breast_cancer,logistic_regression,3,0.1,0.9,0.1,0.0,full,0.0035087719298245723,distribution_shift
0.9035087719298246,0.9122807017543859,0.9736842105263158,breast_cancer,logistic_regression,3,0.1,0.9,0.2,0.0,full,0.0035087719298245723,distribution_shift
0.868421052631579,0.8859649122807017,0.9736842105263158,breast_cancer,logistic_regression,3,0.1,0.9,0.5,0.0,full,-0.03157894736842104,distribution_shift
0.7631578947368421,0.7894736842105263,0.8947368421052632,breast_cancer,logistic_regression,3,0.1,0.9,1.0,0.0,full,-0.13684210526315788,distribution_shift
0.9035087719298246,0.9122807017543859,0.9824561403508771,breast_cancer,logistic_regression,3,0.1,0.9,0.0,0.0,full,0.0035087719298245723,sample_size
0.9385964912280702,0.9473684210526315,0.9912280701754386,breast_cancer,logistic_regression,3,0.1,0.9,0.0,0.1,full,0.038596491228070184,label_noise
0.956140350877193,1.0,0.956140350877193,breast_cancer,logistic_regression,3,0.1,0.9,0.0,0.2,full,0.056140350877192935,label_noise
0.9473684210526315,1.0263157894736843,0.9385964912280702,breast_cancer,logistic_regression,3,0.1,0.9,0.0,0.3,full,0.047368421052631504,label_noise
0.9298245614035088,0.9473684210526315,0.9736842105263158,breast_cancer,logistic_regression,3,0.1,0.9,0.0,0.0,100,0.029824561403508754,sample_size
0.9035087719298246,0.9122807017543859,0.9824561403508771,breast_cancer,logistic_regression,3,0.1,0.9,0.0,0.0,500,0.0035087719298245723,sample_size
